"id"	"Intensity.12500amol_R1"	"Intensity.12500amol_R2"	"Intensity.12500amol_R3"	"Intensity.125amol_R1"	"Intensity.125amol_R2"	"Intensity.125amol_R3"	"Intensity.25000amol_R1"	"Intensity.25000amol_R2"	"Intensity.25000amol_R3"	"Intensity.2500amol_R1"	"Intensity.2500amol_R2"	"Intensity.2500amol_R3"	"Intensity.250amol_R1"	"Intensity.250amol_R2"	"Intensity.250amol_R3"	"Intensity.50000amol_R1"	"Intensity.50000amol_R2"	"Intensity.50000amol_R3"	"Intensity.5000amol_R1"	"Intensity.5000amol_R2"	"Intensity.5000amol_R3"	"Intensity.500amol_R1"	"Intensity.500amol_R2"	"Intensity.500amol_R3"	"Intensity.50amol_R1"	"Intensity.50amol_R2"	"Intensity.50amol_R3"
"Q12532"	2087100	NA	2504400	NA	NA	NA	1932900	2271700	NA	NA	NA	NA	2373800	NA	3205900	2437400	2601500	2793200	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P47018"	NA	5297700	5573800	3277100	NA	4682900	1063300	NA	NA	3240850	NA	4342300	4875800	4654000	4523700	1683100	3235850	2123100	5941100	6330900	6150700	5651400	NA	5843100	3165233.33333333	3225600	3069650
"P53250"	NA	NA	NA	4154000	4642500	NA	3122400	NA	4010000	3697300	4100800	3585500	3703100	4082700	NA	4720700	3232400	3939400	1223200	3149000	NA	NA	NA	4329400	NA	3343200	3442200
"P40582"	6447900	6507500	6223000	6906100	5220700	7608100	5965400	7576100	8887600	6772500	6585800	7895800	7011900	7726500	6039300	6895100	6654850	6314700	7756200	7098200	6360300	7670500	NA	8386700	6957100	7874500	7250900
"P38755"	NA	4147400	3826200	3394100	4270000	NA	3126100	NA	NA	NA	NA	3206600	3368100	3710900	3287100	3664500	NA	3323600	NA	3727500	NA	5163900	4663600	NA	NA	NA	NA
"P40518"	NA	2509700	NA	7071600	7482100	5858600	NA	2080800	2119900	1913700	NA	NA	4346400	4819300	4300300	2665900	2966200	3174100	NA	NA	2126100	5469700	4597100	NA	NA	12269050	13589250
"P38886"	4470900	4854900	3780900	NA	3655500	4306900	3928100	4350300	NA	NA	3248666.66666667	NA	NA	787300	3298800	5670300	2789850	5167850	NA	NA	4352300	3835200	4622800	4798700	738340	NA	NA
"P32867"	1387700	1539900	1448500	2874600	3495100	NA	2033500	2417600	NA	NA	1226800	NA	1861700	NA	1932200	NA	3870400	4195100	NA	1341600	NA	NA	2262300	2524400	NA	NA	2463500
"P39966"	NA	NA	NA	2688800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1933600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P52553"	8285900	8192200	7487500	4772250	6927650	5472300	7621500	8316300	8376200	8587500	8216800	9375100	8806600	7232300	9125400	8272100	NA	7014300	9383300	6701600	9331100	9204200	9823700	11142000	7480733.33333333	5474400	7558900
"P39929"	NA	3342900	3727200	NA	NA	NA	NA	4400900	NA	3038400	2888100	NA	NA	NA	3345100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3342500	2812300	3684900
"A6ZVM6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6776300	NA	NA
"P23639"	6134850	4653200	6001050	7155533.33333333	7720900	6773200	4721200	NA	NA	6270200	6443833.33333333	NA	7095650	6489900	6696733.33333333	6367100	6419250	NA	6186550	7300600	5965750	8196700	7206000	6275933.33333333	6531000	7457700	3607576.66666667
"O13516"	NA	NA	NA	1548800	1868200	1751000	NA	NA	NA	NA	NA	1498500	NA	NA	NA	1649700	NA	NA	NA	NA	NA	NA	NA	1399800	NA	NA	1571500
"P06182"	NA	NA	NA	NA	NA	941970	NA	NA	NA	NA	NA	NA	1453500	NA	NA	NA	NA	NA	NA	NA	NA	1144300	1801100	1297700	NA	NA	NA
"Q03661"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16147000	NA	NA	NA	16550000	NA	12318000	NA
"P22147"	NA	NA	NA	NA	566900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	509060	536350	597060	NA	NA	NA	NA	NA	NA	NA	NA	548840
"P28789"	NA	NA	NA	NA	NA	NA	NA	NA	4291200	NA	NA	NA	NA	NA	1857400	25099000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P04161"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4524400	NA	3001900
"P32453"	3665000	NA	5015700	4952600	8661300	3115700	NA	NA	5831700	3707800	4692900	NA	4257400	3991600	NA	4729000	NA	3946800	NA	4716000	4297700	7524400	3598300	4956900	6357900	4472500	NA
"P01112ups|RASH_HUMAN_UPS"	7302500	7939200	7864000	NA	NA	NA	13989500	16082433.3333333	17777000	NA	NA	NA	NA	NA	NA	41481333.3333333	23258000	38959333.3333333	3047200	2735100	3108900	NA	NA	NA	NA	NA	NA
"P38111"	193310000	NA	NA	NA	NA	NA	NA	NA	NA	191860000	NA	NA	217030000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P32771"	3654700	3577100	5991400	5109000	6158600	6047100	NA	NA	NA	4881500	5259600	4543100	5402850	3620000	NA	5977100	5717200	NA	4254300	5265600	NA	NA	NA	4763500	4364400	5543850	5078700
"P16451"	1847400	2060000	2468200	3582700	3600800	NA	2768700	2964200	2591500	NA	1671800	NA	NA	2646500	2361300	3830500	4696100	4452100	2019200	2219500	1680300	NA	2887300	2581200	4045300	3909800	3285700
"P40030"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1527800	NA	NA	3780700	421020	NA
"P14120"	48637000	46883000	27451800	46796000	43705000	42406000	45100000	34265500	29687000	40749000	42347000	44132000	45243000	44215000	42284000	37617000	34052000	31748000	42370000	42845000	22534450	44330000	43653000	41293000	30275450	28724800	29325750
"P49573"	720330	661640	536040	NA	703020	NA	552850	1206700	794780	NA	524490	NA	645480	704780	707540	NA	NA	NA	733100	675760	621270	381920	525240	1480870	NA	NA	NA
"P43538"	11720000	12578000	NA	NA	13793000	NA	11417000	15371000	NA	NA	12370000	12075000	NA	12885000	NA	13070000	13560000	13442000	13474000	11254000	12383000	NA	11550000	12505000	10730000	10592000	NA
"P0CX30"	27702000	47823500	48638000	31201000	19011766.6666667	28026000	35587500	36667533.3333333	24653066.6666667	46652000	30351300	27959750	47671500	NA	30111000	34679500	52379500	34116000	16640750	20634000	NA	27699150	15828000	3488600	NA	25595000	20065833.3333333
"Q6Q547"	1734100	1645200	1885200	2304700	1980900	NA	1867700	2421700	2476800	NA	1641500	159880000	1716800	1961300	1825800	3138500	NA	2606900	1249700	1422000	1735100	2186700	1899100	2072500	2018100	2364400	2345000
"P23638"	4985700	NA	11472000	8403200	8399000	4502100	7525950	NA	12469000	13246000	4895100	3080900	7295650	3230500	NA	8943050	4186350	NA	4588500	4730700	4083500	NA	6093500	2827600	4027400	7822533.33333333	6776566.66666667
"P39103"	338440	NA	NA	NA	NA	NA	NA	NA	469380	NA	NA	NA	NA	NA	NA	NA	NA	NA	288060	NA	330230	NA	NA	NA	NA	NA	NA
"P40217"	13363350	12967750	14361650	17242350	16696550	16689400	12367350	14467900	NA	14119550	13732700	15286550	15461050	15395150	17242050	14301650	19506000	12651650	12146300	14135250	13926250	16300800	15440800	14314150	3515400	27008000	17289500
"Q04947"	16822000	13219700	16534500	15711000	8921750	NA	15739000	19449233.3333333	20369000	17977000	17868000	14285433.3333333	NA	12748533.3333333	17412000	16036266.6666667	20246000	16991666.6666667	18428000	17564500	12816266.6666667	NA	13066866.6666667	18954500	14361766.6666667	11066500	4008100
"Q01855"	25720500	25538500	28908000	25878500	34862000	33893000	24372500	31008500	27362000	23771000	23915000	27019500	NA	27302500	27543000	34626000	34084500	127027500	27081000	25665500	95408500	32819000	102457000	27707000	33637500	36747000	29784500
"Q06485"	NA	NA	NA	NA	NA	4446100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7076700	NA
"P07278"	NA	7169350	8515600	10354000	7136550	9787300	6850600	9147400	5683000	NA	6717500	4708800	NA	3667100	5127300	NA	7474600	10993000	NA	7499150	9872600	8849000	5121400	7731400	6139150	3119400	NA
"P47089"	NA	3728600	3655300	5078000	3859000	3762300	3216700	4869900	4620300	3595600	3937300	3499600	NA	3731700	4469700	NA	NA	NA	4286300	5022400	4061400	3969400	3840900	4239450	3321900	3257900	NA
"P05749"	25988000	19605500	21307000	20613000	20431000	20058000	17442500	22319000	26204000	20869500	20195500	19066000	17421000	19711500	19578000	24948000	15190500	19219000	19513500	18399500	18793000	14310000	22511000	18050000	23590000	29735000	21197500
"P08678"	3851300	2766900	2517500	NA	NA	NA	3122800	NA	2378300	NA	3652800	2098300	NA	NA	3682500	3969600	NA	3256600	3923300	3754800	NA	3252100	NA	4006900	NA	NA	NA
"P32645"	7247000	7971800	7432300	10855000	11298000	9832400	7247800	11634000	11967000	6180300	7135900	7641300	8992200	9039800	8296700	13226000	13600000	14075000	5873000	6771800	6895300	10511000	10185000	9652100	8194500	10234000	9566700
"P38810"	1909400	NA	NA	2647000	2015800	1415600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1159900	2255200	2196700	NA	NA	NA	2670400	NA	NA	2050800	1488800
"Q06252"	7286300	8183100	6021100	10695733.3333333	7190400	8754500	6554966.66666667	8211950	8097900	8963466.66666667	7657666.66666667	7539166.66666667	8844800	7230100	6576466.66666667	6254900	4824000	5341900	7834766.66666667	7802766.66666667	8367800	6752850	6351300	8669900	6326800	7399350	6325200
"P43585"	NA	2826000	NA	4803000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3306900	NA	NA	NA	6404900	NA	3129900	NA	NA	NA	2331800	NA
"P02557"	7323666.66666667	8324500	7599900	8777500	9228566.66666667	10369533.3333333	7653900	12864000	8357700	8501100	10112300	8407233.33333333	8753066.66666667	8438466.66666667	8206600	11410500	8611033.33333333	9493733.33333333	8799933.33333333	7866033.33333333	7663100	9354266.66666667	8535666.66666667	11621000	10848500	11458400	10185466.6666667
"P46992"	NA	6796850	6222000	6436800	NA	5837900	NA	NA	6174900	4857500	4142800	NA	NA	9102600	5654400	8272800	NA	NA	5656100	6142900	6103000	9778800	NA	6791200	6406400	NA	NA
"Q06685"	NA	NA	NA	NA	NA	NA	NA	2553900	NA	NA	NA	NA	NA	NA	NA	NA	397800	434590	NA	NA	NA	NA	NA	NA	NA	463850	NA
"Q04792"	941150	NA	1248600	NA	NA	NA	NA	NA	NA	1087800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P10599ups|THIO_HUMAN_UPS"	11797000	6891000	7416000	NA	NA	NA	12119250	NA	25925000	NA	NA	NA	NA	NA	NA	32662400	31778500	31098950	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P00546"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1586300	NA	2425700	NA	NA	NA	2145400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P13574"	16675000	NA	19020000	NA	38727000	18761000	NA	26364000	NA	20394000	19031000	19393500	NA	27969000	18622000	NA	NA	NA	18446000	18484000	NA	NA	30229000	20441000	NA	52565000	NA
"P39937"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1758300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P22336"	2757900	3080200	2455700	3380100	NA	2762300	3490200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2785400	NA	NA	3644500	3216500	NA	NA	NA
"P40302"	NA	6069300	5269700	7300250	7243000	NA	6218900	NA	8473200	NA	7035800	7337500	8509400	NA	8393000	8173400	NA	5697900	NA	8611700	7513400	7910500	8839700	NA	12569250	4854400	4574000
"P22353"	5849800	6503700	7053900	7275200	7628600	6975300	5784500	8365700	7208500	6365500	6441500	7985300	7648300	6141500	7292800	9108000	7331000	6841800	6276900	6882300	6561800	7864200	8556700	5993600	6988900	7299000	8555300
"P53914"	2059900	NA	NA	NA	NA	NA	NA	2783200	NA	NA	NA	1947200	NA	NA	2687600	NA	2873300	2298200	NA	NA	NA	NA	2369200	NA	NA	NA	1834800
"P43565"	NA	NA	NA	6645300	6704900	NA	NA	NA	NA	NA	NA	NA	5568200	NA	4831800	NA	NA	NA	NA	NA	NA	NA	7059500	7437700	1071000	NA	6937500
"P39726"	NA	NA	NA	10454000	9965700	NA	6082500	NA	5925200	5277100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11439000	14412000	13236000
"P38910"	24848000	22229666.6666667	24441666.6666667	23867333.3333333	24308000	23191000	23957000	31437333.3333333	27669000	21733666.6666667	22971666.6666667	23947333.3333333	23256500	22905666.6666667	17672700	29517000	26962000	26105333.3333333	23721333.3333333	25475000	23411333.3333333	22885333.3333333	31192500	23044333.3333333	24677000	21687000	23065666.6666667
"P40087"	2465250	2260300	2240100	2775600	2633500	2313900	1906000	3428900	3017600	2641400	2238700	2679500	1892800	2459300	2318500	3405150	3288700	3055000	3153400	2997100	2198500	3454500	2766450	2564100	2649900	2518300	2871700
"P05413ups|FABPH_HUMAN_UPS"	8508500	7622933.33333333	8006733.33333333	NA	NA	NA	14814333.3333333	17365333.3333333	20039333.3333333	2668300	2230200	1835100	NA	NA	NA	40430666.6666667	39662000	38565666.6666667	NA	4572600	4194700	NA	NA	NA	NA	NA	NA
"Q04344"	7906900	6465700	5115800	5816800	8491300	8321400	6302700	NA	12296350	NA	5471200	5687900	6517700	4892700	7207500	6589800	5811600	5737500	NA	8405700	NA	5747900	6011600	6893100	10265000	8159050	8973100
"P38066"	1215400	1525500	1057400	NA	NA	NA	NA	NA	1782900	NA	965680	1470500	NA	NA	NA	1912900	NA	NA	1438600	1205200	1139800	NA	NA	NA	NA	NA	NA
"P32608"	NA	3433200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3103800	NA	NA	NA	3783800	NA	3904900	2743400	3296100	2943500	NA	NA	NA	3572600	NA
"Q06698"	NA	NA	NA	NA	NA	NA	NA	NA	63313000	NA	NA	NA	NA	NA	NA	73826000	22900000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P40989"	2982700	2531300	8692500	NA	NA	NA	2620800	9862400	8510400	2029700	NA	2480600	NA	NA	NA	10235000	8062700	9429500	1998500	NA	NA	NA	NA	NA	NA	NA	NA
"P38624"	2590900	4640750	3911900	6254450	5708000	NA	5492300	6695900	6267100	NA	NA	4512050	3092500	3701300	3153100	5505950	7556200	6465000	3804500	4214700	2647600	3914500	4468400	3565200	6263000	NA	NA
"P53860"	NA	NA	NA	1242700	NA	NA	1791300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1243800	NA	4479100	NA	NA	NA	2095700	1487800	1345500
"P39968"	NA	3241600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3385000	NA	NA	NA	NA	NA	NA
"P40053"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2983800	3057100	3558600
"P52488"	NA	9337200	NA	9693300	NA	9969200	NA	NA	11552000	6945000	NA	NA	9110000	NA	NA	11113000	NA	10771000	NA	NA	6252300	9145200	NA	NA	NA	NA	NA
"P46683"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6249900	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P16467"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1589200	NA	NA	NA	NA	NA	NA	NA	NA	NA	2238500	NA	NA
"P52893"	5457400	NA	5148400	NA	NA	9768000	6409200	NA	NA	4875100	7626000	NA	7533500	6264700	8095600	6869400	NA	8037100	NA	5876400	5385100	NA	7474000	7460400	NA	6592200	NA
"P34221"	3051700	2607300	3203000	NA	2509900	2439300	2635400	NA	3936900	3323600	NA	2754400	2148000	NA	2689700	NA	NA	4359800	NA	2223800	NA	3106300	2572600	NA	NA	NA	NA
"P14306"	7967650	9646100	8958650	9950800	10054433.3333333	10375833.3333333	4675300	8713800	6041000	8644100	10907350	5036400	4484200	7292300	NA	11272400	5630300	9106600	10119533.3333333	9869850	5636000	10934266.6666667	10948650	10177750	12754266.6666667	10296500	10905250
"P09201"	NA	NA	NA	NA	NA	NA	9552200	NA	6126350	NA	NA	NA	NA	NA	3155000	2769800	NA	NA	NA	NA	NA	NA	NA	NA	14616000	14377000	NA
"Q01939"	NA	NA	6044800	NA	6397100	NA	NA	7322500	6681500	6685400	6210000	NA	6290200	6137100	6250800	8453500	6162500	6561200	6453900	6736300	5095900	6387000	NA	NA	5884100	5868400	6082900
"P47124"	17847000	17972000	NA	NA	20545000	NA	18792000	NA	20199000	22359000	18403000	19966000	NA	17565000	22639000	20523000	19676000	19496000	23163000	20103000	20054000	NA	NA	NA	NA	NA	20914000
"P17106"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2421600	NA	NA	1762000	NA	NA
"P05318"	32322300	33389250	98690700	59543000	NA	30558450	190210000	99806650	99939800	4316000	NA	66981000	34299600	NA	32184800	101734750	97613150	101283950	4839100	5472100	5711300	NA	NA	NA	NA	NA	NA
"P19881"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2610800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P48562"	NA	NA	NA	NA	NA	NA	NA	NA	11910000	NA	NA	16281000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21468000
"P26309"	6387200	6065600	NA	7262600	7870300	NA	6206900	6432800	5755100	6139900	5171100	7156900	NA	6092500	6978600	6984800	6977100	5875900	5572100	6543300	6598900	14463000	6964100	7735300	5696300	7058500	6752200
"P25342"	NA	NA	NA	NA	3093300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P39744"	2184500	1475300	NA	NA	NA	NA	NA	2833000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1646000	2033700	NA	NA	NA	NA	NA	NA	NA
"P14922"	1469800	NA	NA	2315150	2113000	NA	NA	NA	NA	NA	2366900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2384600	2286500	NA	NA	NA
"Q12355"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7717500	NA	NA	NA	8609800	NA	NA	3601800	NA
"P38074"	NA	NA	NA	NA	NA	NA	12310000	NA	NA	NA	NA	NA	NA	NA	NA	8341400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P40043"	26581366.6666667	26502500	32784666.6666667	28862000	5038000	5724600	28134000	54789000	31069866.6666667	23862233.3333333	27122500	39201000	29156000	20930550	21441500	33631333.3333333	34590000	39690000	21831600	37725000	23364550	19266750	32114000	6085200	30770500	13734000	8999600
"P09440"	NA	NA	625210	1016875	NA	NA	NA	NA	NA	NA	NA	NA	NA	3446500	473050	NA	951490	740500	NA	NA	NA	NA	NA	NA	1468500	1499565	722840
"P47154"	NA	NA	3789700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6189500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6907300
"P38427"	1888600	1556500	1834500	4424400	5406300	3899200	1816400	3060000	3054700	2151300	1755500	NA	NA	2231500	2033700	2633700	NA	NA	1742500	2161700	1502000	NA	NA	NA	3050400	NA	NA
"Q12165"	22958000	NA	24538000	31403000	26142000	29480000	NA	NA	26882000	NA	23638000	NA	25879000	25428000	25827000	16851100	NA	NA	25492000	22286000	23277000	28040000	26195000	22169000	38223000	37821000	29786000
"P32860"	NA	NA	NA	1597500	1739300	1394100	1015900	NA	NA	NA	NA	NA	1179000	NA	NA	NA	1719600	2177600	NA	NA	NA	NA	NA	NA	NA	2195800	NA
"P42938"	1759300	NA	NA	NA	NA	NA	NA	NA	NA	1228500	1017000	NA	NA	NA	NA	NA	NA	NA	NA	1096500	1127100	NA	NA	NA	1733500	1677400	1697900
"P50089"	5647700	NA	NA	NA	3684000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3393100	3373000	NA	2584300
"P00431"	NA	NA	NA	NA	NA	NA	5441800	NA	NA	NA	NA	NA	NA	5797000	NA	NA	NA	NA	NA	NA	5232200	NA	NA	NA	14165000	NA	6833600
"P35197"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2149200	NA	NA	NA	NA	NA	2512400	NA	NA	NA	NA	NA	NA	NA	2026200
"P32337"	NA	NA	5192600	NA	NA	NA	909240	3197600	NA	979100	NA	1251000	NA	NA	NA	5352500	NA	NA	NA	NA	910650	NA	NA	NA	7487400	7915300	NA
"P49367"	NA	NA	NA	NA	NA	3231500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P07143"	6878200	6321200	2369800	6610800	4391600	3337900	11173000	3946400	8272350	NA	2676900	7044700	NA	7692300	NA	7553100	9511300	8414800	NA	NA	2870700	3044700	13931000	13622000	15107000	13390000	7632050
"P38711"	77966000	130290000	137220000	148780000	143510000	125320000	118960000	69683666.6666667	138100000	132600000	60400666.6666667	138950000	112670000	73967000	147470000	162310000	88801000	144440000	136010000	142480000	79886500	128270000	142330000	152860000	97885000	172350000	104022500
"A6ZVS5"	NA	NA	NA	NA	NA	603660	NA	NA	1041600	NA	NA	NA	2749700	NA	NA	5191300	8388800	8903900	NA	NA	414150	NA	NA	3446500	NA	NA	NA
"P39013"	NA	NA	NA	NA	NA	NA	4270000	NA	NA	NA	NA	3397200	NA	NA	NA	NA	NA	NA	4839300	5179000	2999600	NA	NA	NA	NA	5550500	NA
"P07277"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4047300	5282900	NA
"A5Z2X5"	13219000	NA	12510000	14301000	17126000	NA	14121000	17516000	16311000	12213000	14454000	NA	13931000	16262000	15161000	13957000	11865000	14689000	13377000	11509000	14639000	14749000	13147000	12653000	NA	13467000	15720000
"P01579ups|IFNG_HUMAN_UPS"	15100200	11636533.3333333	11680566.6666667	NA	NA	NA	18293600	28536066.6666667	20708166.6666667	998850	902810	NA	NA	NA	NA	66481000	54897333.3333333	63912000	6273850	6507700	6249150	NA	NA	NA	NA	NA	NA
"P36141"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2691600	1265400	NA	NA	NA	NA	NA	NA	3022100	NA	NA	NA	NA	NA	2507600	NA	NA
"P53315"	NA	8611600	NA	NA	10492000	NA	7237700	10134000	9276900	NA	9941800	9862900	NA	9941500	8952400	9274600	8549700	7475700	8808300	9435700	8162000	9723600	9404100	8373900	NA	8149600	9386900
"P38206"	10057000	7387550	12624000	NA	NA	NA	NA	9035800	NA	10905000	12215000	7674300	NA	12351000	12370000	NA	12535000	4572700	13339000	14341000	10232000	12868000	11909000	11995000	12322000	NA	NA
"Q754G0"	NA	NA	4629000	NA	5311000	NA	NA	NA	NA	NA	NA	4319200	NA	3154800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P21264"	NA	NA	NA	NA	NA	1891900	NA	4530400	NA	3272100	3120900	3459900	NA	89666000	2311700	NA	NA	NA	NA	3898900	NA	2274000	NA	NA	3704200	NA	NA
"Q06107"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1821200	NA	NA
"P23594"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P00427"	6863133.33333333	4704150	4524000	6311766.66666667	7213800	NA	4491100	7194866.66666667	7951700	11596000	8043166.66666667	2527300	17064500	2412600	7488000	5450800	5005800	5246500	6422450	2140800	5511900	5767700	5669300	6243200	8412766.66666667	9175966.66666667	6222400
"Q852Q2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P19736"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	593250	726610	559330	NA	NA	NA	NA
"P53633"	NA	NA	NA	4088900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3360900	NA	NA	5894200	5264600	5551400
"Q04311"	NA	NA	NA	10916000	NA	9617300	NA	NA	NA	NA	11007000	NA	11508000	NA	10848000	NA	NA	NA	NA	12631000	NA	11381000	NA	NA	NA	NA	NA
"P41033"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15500000	14907000	NA	15132000	NA
"Q75AF9"	4114800	NA	4000600	NA	NA	NA	4381100	NA	NA	NA	NA	NA	4601700	3148800	NA	NA	4948200	NA	4703800	3701900	4208100	NA	NA	NA	NA	NA	NA
"P32368"	NA	NA	NA	1.1e+07	NA	NA	NA	NA	8136300	2145900	NA	NA	NA	NA	NA	NA	NA	NA	8097000	NA	9958100	NA	NA	9945400	NA	NA	NA
"P40017"	NA	NA	2402300	NA	3480300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5648200	NA	NA	NA	NA	NA	NA	NA	NA	NA	5661500
"P00424"	3695000	NA	NA	3976200	4092600	3476400	NA	NA	3812400	3418200	NA	3808500	NA	NA	4092900	NA	NA	NA	2931700	3768300	NA	4635800	NA	NA	3659950	NA	NA
"P38616"	7436500	7457200	8138750	9379133.33333333	11135700	9247466.66666667	7587300	7584300	9572366.66666667	7244450	8380000	6824150	NA	6719600	6484700	10775300	9301333.33333333	10476466.6666667	8320500	8914700	7381350	6237700	7456050	7226300	9034700	6224400	12755700
"P19146"	7660100	8506100	10191000	9373900	NA	6209000	8042700	10078000	8809500	8256200	8197400	8732700	9116800	12146000	10554000	10441000	8363700	12051000	7365000	8973900	8705700	10870000	9321600	9376300	11934000	9762600	NA
"P40414"	10178000	12091000	9439100	NA	NA	NA	9727200	NA	9181000	NA	13223000	NA	NA	4159500	12369000	NA	NA	NA	NA	NA	8904400	NA	3339200	3877700	3935200	NA	4140300
"P46598"	1730800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	932910	NA	NA	NA	NA	NA	NA	NA
"P39111"	7876600	7438100	7693700	6805800	7466100	7855600	6547200	NA	NA	NA	6550400	7857400	NA	7293600	NA	9259000	8428500	7975300	7699700	8238800	7309800	NA	8067300	6596500	5942500	5608700	6314300
"Q03104"	4503450	4294450	3534100	4723200	5573600	4731100	3738650	7018900	6052600	5872200	2913900	4113050	NA	4543400	2264100	3514100	NA	NA	4375050	6504700	4155250	NA	4960100	5515700	6220200	5794100	5409600
"P30657"	NA	NA	NA	2934300	2436300	NA	NA	NA	2354000	NA	NA	2409500	NA	NA	NA	3352700	NA	3419400	NA	NA	NA	2457000	2314100	NA	2837300	2086400	NA
